date,premise_code,item_code,price,year,month,previous_price,next_price,Price_Increase,price_change,price_change_pct,item,state,district,premise_type
2026-07-13,21095,129,4.5,2026,7,4.5,4.5,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Kelantan,Jeli,Kedai Runcit
2026-07-13,21795,1110,13.2,2026,7,11.7,13.2,0,1.5,12.820512820512823,TELUR AYAM GRED B,Kelantan,Tumpat,Pasar Mini
2026-07-13,18245,1110,11.6,2026,7,11.0,12.8,1,0.5999999999999996,5.4545454545454515,TELUR AYAM GRED B,Kedah,Baling,Pasar Mini
2026-07-13,21043,1131,5.0,2026,7,5.0,5.0,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Pahang,Pekan,Pasar Mini
2026-07-13,2333,114,11.0,2026,7,11.0,11.0,0,0.0,0.0,TOMATO,Kelantan,Gua Musang,Kedai Runcit
2026-07-13,21671,1110,11.99,2026,7,11.99,12.99,1,0.0,0.0,TELUR AYAM GRED B,Kelantan,Tumpat,Pasar Mini
2026-07-13,21117,1131,3.15,2026,7,3.15,3.15,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),W.P. Kuala Lumpur,Wangsa Maju,Pasar Mini
2026-07-13,21534,114,9.95,2026,7,9.95,9.95,0,0.0,0.0,TOMATO,Melaka,Alor Gajah,Pasar Mini
2026-07-13,22028,1559,8.0,2026,7,8.0,8.0,0,0.0,0.0,KANGKUNG,Pulau Pinang,Barat Daya,Pasar Mini
2026-07-13,17565,114,9.0,2026,7,9.0,8.0,0,0.0,0.0,TOMATO,Terengganu,Dungun,Pasar Mini
2026-07-13,21543,1559,5.0,2026,7,5.0,5.0,0,0.0,0.0,KANGKUNG,Perak,"Larut, Matang & Selama",Pasar Mini
2026-07-13,20974,114,9.0,2026,7,10.0,8.0,0,-1.0,-10.0,TOMATO,Perak,Hilir Perak,Pasar Mini
2026-07-13,20962,114,9.0,2026,7,12.0,11.0,1,-3.0,-25.0,TOMATO,Perak,Batang Padang,Pasar Mini
2026-07-13,17780,1555,45.9,2026,7,45.9,45.9,0,0.0,0.0,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),W.P. Kuala Lumpur,Bandar Tun Razak,Pasar Mini
2026-07-13,21539,114,6.8,2026,7,6.8,6.8,0,0.0,0.0,TOMATO,Melaka,Melaka Tengah,Pasar Mini
2026-07-13,21694,1555,39.0,2026,7,44.0,38.0,0,-5.0,-11.363636363636363,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),Pulau Pinang,Seberang Perai Utara,Pasar Mini
2026-07-13,18473,1110,12.9,2026,7,12.8,13.5,1,0.09999999999999964,0.7812499999999972,TELUR AYAM GRED B,Selangor,Sepang,Pasar Mini
2026-07-13,16509,114,12.99,2026,7,12.99,12.99,0,0.0,0.0,TOMATO,Sarawak,Kapit,Kedai Runcit
2026-07-13,18185,1555,33.99,2026,7,30.99,33.99,0,3.0000000000000036,9.680542110358193,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),Selangor,Hulu Langat,Pasar Raya / Supermarket
2026-07-13,21177,1,9.6,2026,7,9.6,9.6,0,0.0,0.0,AYAM BERSIH - STANDARD,Pahang,Kuantan,Kedai Runcit
2026-07-13,22022,1110,12.5,2026,7,12.5,13.2,1,0.0,0.0,TELUR AYAM GRED B,Pulau Pinang,Barat Daya,Pasar Mini
2026-07-13,14657,129,5.0,2026,7,5.0,5.0,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Pulau Pinang,Timur Laut,Pasar Basah 
2026-07-13,21021,1559,7.0,2026,7,7.0,7.0,0,0.0,0.0,KANGKUNG,Pahang,Temerloh,Pasar Mini
2026-07-13,21305,129,5.0,2026,7,5.0,5.0,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Selangor,Petaling,Pasar Mini
2026-07-13,10975,1,9.29,2026,7,9.29,9.29,0,0.0,0.0,AYAM BERSIH - STANDARD,Perak,Kinta,Pasar Raya / Supermarket
2026-07-13,17938,114,9.0,2026,7,9.0,9.0,0,0.0,0.0,TOMATO,Pulau Pinang,Barat Daya,Kedai Runcit
2026-07-13,1282,1110,13.2,2026,7,12.6,14.4,1,0.5999999999999996,4.761904761904759,TELUR AYAM GRED B,Perak,Kerian,Pasar Mini
2026-07-13,13729,129,6.0,2026,7,6.0,6.0,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Kelantan,Jeli,Kedai Runcit
2026-07-13,20747,1555,34.9,2026,7,34.9,34.9,0,0.0,0.0,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),Pahang,Rompin,Kedai Runcit
2026-07-13,22142,1131,4.0,2026,7,4.0,4.0,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Terengganu,Kuala Nerus,Kedai Runcit
2026-07-13,21051,114,6.49,2026,7,8.49,8.19,1,-2.0,-23.55712603062426,TOMATO,Pahang,Kuantan,Pasar Mini
2026-07-13,18172,1131,3.0,2026,7,3.0,3.0,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Pulau Pinang,Seberang Perai Selatan,Pasar Mini
2026-07-13,4097,1110,13.6,2026,7,13.6,13.6,0,0.0,0.0,TELUR AYAM GRED B,W.P. Kuala Lumpur,Titiwangsa,Pasar Basah 
2026-07-13,21737,1476,18.0,2026,7,16.0,15.0,0,2.0,12.5,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Pulau Pinang,Seberang Perai Utara,Pasar Mini
2026-07-13,21568,129,4.5,2026,7,4.5,4.5,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Sarawak,Sibujaya,Pasar Mini
2026-07-13,22042,129,4.0,2026,7,4.0,4.0,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Pulau Pinang,Seberang Perai Utara,Pasar Mini
2026-07-13,21529,129,4.0,2026,7,3.5,4.0,0,0.5,14.285714285714285,BAWANG BESAR KUNING/HOLLAND,Melaka,Alor Gajah,Kedai Runcit
2026-07-13,22040,1559,8.0,2026,7,8.0,8.0,0,0.0,0.0,KANGKUNG,Pulau Pinang,Seberang Perai Utara,Pasar Mini
2026-07-13,14832,114,7.99,2026,7,7.99,7.99,0,0.0,0.0,TOMATO,W.P. Kuala Lumpur,Bandar Tun Razak,Pasar Raya / Supermarket
2026-07-13,18109,129,6.0,2026,7,6.0,6.0,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Sarawak,Lawas,Kedai Runcit
2026-07-13,18316,1476,13.59,2026,7,13.59,13.9,1,0.0,0.0,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),W.P. Kuala Lumpur,Seputeh,Pasar Raya / Supermarket
2026-07-13,17983,129,4.5,2026,7,4.5,4.5,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Terengganu,Dungun,Pasar Mini
2026-07-13,20818,129,2.9,2026,7,2.2,2.9,0,0.6999999999999997,31.818181818181802,BAWANG BESAR KUNING/HOLLAND,Perlis,Kangar,Pasar Mini
2026-07-13,20738,1,9.8,2026,7,9.8,9.8,0,0.0,0.0,AYAM BERSIH - STANDARD,Pahang,Bentong,Pasar Mini
2026-07-13,22184,114,9.0,2026,7,6.0,9.0,0,3.0,50.0,TOMATO,Pulau Pinang,Barat Daya,Pasar Mini
2026-07-13,21405,1555,30.9,2026,7,31.9,30.9,0,-1.0,-3.1347962382445145,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),Perak,Kuala Kangsar,Pasar Mini
2026-07-13,18018,1110,12.6,2026,7,12.6,13.5,1,0.0,0.0,TELUR AYAM GRED B,Terengganu,Marang,Pasar Mini
2026-07-13,22059,1131,2.8,2026,7,2.8,1.99,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Sabah,Kota Kinabalu,Pasar Mini
2026-07-13,15926,129,4.0,2026,7,4.0,4.0,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Terengganu,Besut,Kedai Runcit
2026-07-13,21474,1131,3.8,2026,7,3.5,3.8,0,0.2999999999999998,8.571428571428566,UBI KENTANG IMPORT (CHINA),Terengganu,Kuala Nerus,Kedai Runcit
2026-07-13,21695,1555,39.0,2026,7,40.0,39.0,0,-1.0,-2.5,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),Pulau Pinang,Seberang Perai Utara,Pasar Mini
2026-07-13,17873,1559,5.99,2026,7,6.59,3.29,0,-0.5999999999999996,-9.104704097116839,KANGKUNG,Selangor,Petaling Jaya,Pasar Mini
2026-07-13,1302,129,5.5,2026,7,5.5,5.5,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Sarawak,Belaga,Kedai Runcit
2026-07-13,21051,1476,18.49,2026,7,19.99,15.99,0,-1.5,-7.5037518759379696,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Pahang,Kuantan,Pasar Mini
2026-07-13,17533,129,4.0,2026,7,4.0,4.0,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Terengganu,Kuala Terengganu,Kedai Runcit
2026-07-13,5205,1110,12.9,2026,7,12.0,12.9,0,0.9000000000000004,7.500000000000003,TELUR AYAM GRED B,Negeri Sembilan,Port Dickson,Pasar Mini
2026-07-13,21521,114,7.2,2026,7,8.5,7.7,1,-1.2999999999999998,-15.294117647058822,TOMATO,Melaka,Melaka Tengah,Pasar Mini
2026-07-13,17213,114,10.0,2026,7,10.0,10.0,0,0.0,0.0,TOMATO,Negeri Sembilan,Port Dickson,Pasar Mini
2026-07-13,18039,114,9.5,2026,7,11.0,10.0,1,-1.5,-13.636363636363635,TOMATO,Pulau Pinang,Seberang Perai Selatan,Kedai Runcit
2026-07-13,16092,114,11.0,2026,7,12.0,14.0,1,-1.0,-8.333333333333332,TOMATO,Melaka,Jasin,Pasar Mini
2026-07-13,6101,1131,5.0,2026,7,4.0,5.0,0,1.0,25.0,UBI KENTANG IMPORT (CHINA),Perak,"Larut, Matang & Selama",Pasar Mini
2026-07-13,21102,1,9.4,2026,7,9.4,9.4,0,0.0,0.0,AYAM BERSIH - STANDARD,Kedah,Kulim,Pasar Basah
2026-07-13,21521,1110,12.59,2026,7,11.89,13.2,1,0.6999999999999993,5.887300252312862,TELUR AYAM GRED B,Melaka,Melaka Tengah,Pasar Mini
2026-07-13,17983,1476,24.0,2026,7,24.0,24.0,0,0.0,0.0,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Terengganu,Dungun,Pasar Mini
2026-07-13,21562,1,10.5,2026,7,10.5,10.5,0,0.0,0.0,AYAM BERSIH - STANDARD,Terengganu,Kuala Terengganu,Kedai Runcit
2026-07-13,21217,1555,38.0,2026,7,38.0,38.0,0,0.0,0.0,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),Negeri Sembilan,Kuala Pilah,Kedai Runcit
2026-07-13,20975,114,7.99,2026,7,8.99,8.5,1,-1.0,-11.123470522803114,TOMATO,Perak,Hilir Perak,Kedai Runcit
2026-07-13,4169,1476,11.0,2026,7,11.0,11.0,0,0.0,0.0,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Sarawak,Sebauh,Kedai Runcit
2026-07-13,17861,1110,14.0,2026,7,14.0,14.0,0,0.0,0.0,TELUR AYAM GRED B,Pulau Pinang,Barat Daya,Pasar Mini
2026-07-13,21678,1110,12.6,2026,7,12.0,12.9,1,0.5999999999999996,4.9999999999999964,TELUR AYAM GRED B,Pahang,Kuantan,Pasar Mini
2026-07-13,21042,1476,20.0,2026,7,21.0,20.5,1,-1.0,-4.761904761904762,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Pahang,Pekan,Pasar Mini
2026-07-13,18400,1131,2.8,2026,7,2.8,2.8,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Melaka,Melaka Tengah,Kedai Runcit
2026-07-13,17909,1555,39.99,2026,7,39.99,41.99,1,0.0,0.0,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),W.P. Putrajaya,Wp Putrajaya,Pasar Mini
2026-07-13,21639,114,11.5,2026,7,11.5,11.5,0,0.0,0.0,TOMATO,Sarawak,Bintulu,Kedai Runcit
2026-07-13,20738,1476,24.0,2026,7,18.0,22.0,0,6.0,33.33333333333333,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Pahang,Bentong,Pasar Mini
2026-07-13,17189,1476,20.0,2026,7,20.0,18.0,0,0.0,0.0,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Terengganu,Hulu Terengganu,Kedai Runcit
2026-07-13,21263,1110,17.0,2026,7,12.3,17.0,0,4.699999999999999,38.21138211382113,TELUR AYAM GRED B,Sarawak,Lawas,Pasar Raya / Supermarket
2026-07-13,2286,1131,4.9,2026,7,4.9,4.9,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Kelantan,Gua Musang,Kedai Runcit
2026-07-13,21387,1559,4.5,2026,7,4.5,4.5,0,0.0,0.0,KANGKUNG,Perak,Manjung,Kedai Runcit
2026-07-13,17860,1131,5.0,2026,7,5.0,5.0,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Sarawak,Marudi,Kedai Runcit
2026-07-13,18358,114,9.0,2026,7,9.0,10.0,1,0.0,0.0,TOMATO,Selangor,Hulu Langat,Kedai Runcit
2026-07-13,22022,114,8.0,2026,7,9.0,8.0,0,-1.0,-11.11111111111111,TOMATO,Pulau Pinang,Barat Daya,Pasar Mini
2026-07-13,21822,1,10.3,2026,7,10.3,10.3,0,0.0,0.0,AYAM BERSIH - STANDARD,Negeri Sembilan,Seremban,Pasar Mini
2026-07-13,22125,129,4.0,2026,7,4.0,4.0,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Terengganu,Kuala Nerus,Pasar Mini
2026-07-13,9604,1131,3.5,2026,7,3.5,3.5,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Pahang,Temerloh,Pasar Mini
2026-07-13,21008,1110,12.5,2026,7,11.9,13.2,1,0.5999999999999996,5.042016806722685,TELUR AYAM GRED B,Pahang,Temerloh,Pasar Mini
2026-07-13,20874,1559,5.99,2026,7,5.99,5.99,0,0.0,0.0,KANGKUNG,Sarawak,Song,Pasar Basah 
2026-07-13,20745,114,13.0,2026,7,13.0,10.0,0,0.0,0.0,TOMATO,Pahang,Maran,Kedai Runcit
2026-07-13,18488,114,9.0,2026,7,9.0,9.5,1,0.0,0.0,TOMATO,Selangor,Klang,Pasar Mini
2026-07-13,22131,129,3.9,2026,7,3.9,3.9,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Sabah,Ranau,Pasar Mini
2026-07-13,22038,1559,4.5,2026,7,4.5,4.5,0,0.0,0.0,KANGKUNG,Pulau Pinang,Seberang Perai Utara,Pasar Mini
2026-07-13,600,1476,20.0,2026,7,20.0,12.0,0,0.0,0.0,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Kelantan,Pasir Puteh,Pasar Basah 
2026-07-13,21344,1110,15.5,2026,7,15.5,16.5,1,0.0,0.0,TELUR AYAM GRED B,Sarawak,Miri,Pasar Raya / Supermarket
2026-07-13,9410,114,8.9,2026,7,8.9,8.9,0,0.0,0.0,TOMATO,W.P. Kuala Lumpur,Wangsa Maju,Pasar Mini
2026-07-13,3002,1110,14.5,2026,7,13.0,14.5,0,1.5,11.538461538461538,TELUR AYAM GRED B,Pahang,Bera,Pasar Mini
2026-07-13,1146,1131,3.8,2026,7,3.8,3.8,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Kedah,Kota Setar,Kedai Runcit
2026-07-13,20998,114,10.9,2026,7,10.9,10.9,0,0.0,0.0,TOMATO,Pahang,Rompin,Kedai Runcit
2026-07-13,17693,114,9.69,2026,7,9.49,9.99,1,0.1999999999999993,2.1074815595363465,TOMATO,Terengganu,Kuala Terengganu,Kedai Runcit
2026-07-13,21542,129,4.0,2026,7,4.0,4.0,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Sarawak,Song,Kedai Runcit
2026-07-13,21764,1110,12.6,2026,7,12.0,12.6,0,0.5999999999999996,4.9999999999999964,TELUR AYAM GRED B,Kelantan,Tanah Merah,Pasar Mini
2026-07-13,14867,1476,18.0,2026,7,18.0,20.0,1,0.0,0.0,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Melaka,Jasin,Kedai Runcit
2026-07-13,21987,1131,2.9,2026,7,3.9,2.9,0,-1.0,-25.641025641025646,UBI KENTANG IMPORT (CHINA),Sabah,Kudat,Kedai Runcit
2026-07-13,20970,129,4.0,2026,7,4.0,4.0,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Perak,Hilir Perak,Kedai Runcit
2026-07-13,21470,1559,3.7,2026,7,3.7,3.8,1,0.0,0.0,KANGKUNG,Kedah,Kulim,Pasar Mini
2026-07-13,9488,1110,14.0,2026,7,13.8,15.0,1,0.1999999999999993,1.4492753623188355,TELUR AYAM GRED B,Pulau Pinang,Seberang Perai Tengah,Pasar Mini
2026-07-13,18552,1110,11.7,2026,7,11.7,11.7,0,0.0,0.0,TELUR AYAM GRED B,Kelantan,Bachok,Pasar Mini
2026-07-13,18025,1,9.4,2026,7,8.99,9.4,0,0.41000000000000014,4.5606229143492785,AYAM BERSIH - STANDARD,W.P. Putrajaya,Wp Putrajaya,Pasar Mini
2026-07-13,21694,114,7.0,2026,7,9.0,8.0,1,-2.0,-22.22222222222222,TOMATO,Pulau Pinang,Seberang Perai Utara,Pasar Mini
2026-07-13,17204,1131,3.5,2026,7,3.5,3.5,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),W.P. Kuala Lumpur,Setiawangsa,Kedai Runcit
2026-07-13,21787,1110,12.29,2026,7,11.39,12.89,1,0.8999999999999986,7.90166812993853,TELUR AYAM GRED B,Kelantan,Kota Bharu,Pasar Mini
2026-07-13,21045,1,10.5,2026,7,10.5,10.5,0,0.0,0.0,AYAM BERSIH - STANDARD,Pahang,Pekan,Kedai Runcit
2026-07-13,21338,1476,15.99,2026,7,15.99,15.99,0,0.0,0.0,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Sarawak,Miri,Pasar Raya / Supermarket
2026-07-13,15503,1110,12.6,2026,7,12.3,13.3,1,0.29999999999999893,2.4390243902438935,TELUR AYAM GRED B,Kelantan,Pasir Puteh,Pasar Mini
2026-07-13,21255,1,8.99,2026,7,8.99,8.99,0,0.0,0.0,AYAM BERSIH - STANDARD,Melaka,Melaka Tengah,Pasar Mini
2026-07-13,20963,1131,1.3,2026,7,1.3,2.5,1,0.0,0.0,UBI KENTANG IMPORT (CHINA),Perak,Hulu Perak,Pasar Mini
2026-07-13,20738,114,11.0,2026,7,10.5,10.5,0,0.5,4.761904761904762,TOMATO,Pahang,Bentong,Pasar Mini
2026-07-13,22165,1,9.5,2026,7,9.5,9.5,0,0.0,0.0,AYAM BERSIH - STANDARD,Pulau Pinang,Seberang Perai Utara,Pasar Mini
2026-07-13,18662,1110,12.1,2026,7,12.1,13.6,1,0.0,0.0,TELUR AYAM GRED B,W.P. Kuala Lumpur,Batu,Pasar Mini
2026-07-13,9410,1555,36.9,2026,7,36.9,38.9,1,0.0,0.0,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),W.P. Kuala Lumpur,Wangsa Maju,Pasar Mini
2026-07-13,21640,1131,3.5,2026,7,3.5,3.5,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Sarawak,Bintulu,Kedai Runcit
2026-07-13,21474,129,3.5,2026,7,3.5,3.5,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Terengganu,Kuala Nerus,Kedai Runcit
2026-07-13,21426,1131,2.99,2026,7,2.99,2.99,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Pulau Pinang,Seberang Perai Tengah,Pasar Mini
2026-07-13,17939,114,6.9,2026,7,9.8,7.9,1,-2.9000000000000004,-29.591836734693878,TOMATO,Kedah,Sik,Pasar Mini
2026-07-13,15553,114,5.9,2026,7,5.9,6.9,1,0.0,0.0,TOMATO,Terengganu,Besut,Pasar Raya / Supermarket
2026-07-13,21850,1110,13.0,2026,7,13.0,14.0,1,0.0,0.0,TELUR AYAM GRED B,Terengganu,Besut,Kedai Runcit
2026-07-13,21038,1476,14.9,2026,7,13.9,14.9,0,1.0,7.194244604316546,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Pulau Pinang,Seberang Perai Utara,Pasar Mini
2026-07-13,21417,1,9.69,2026,7,9.69,9.9,1,0.0,0.0,AYAM BERSIH - STANDARD,Pulau Pinang,Seberang Perai Selatan,Pasar Mini
2026-07-13,20973,1,9.9,2026,7,9.9,9.9,0,0.0,0.0,AYAM BERSIH - STANDARD,Perak,Hilir Perak,Kedai Runcit
2026-07-13,21096,1110,12.0,2026,7,11.7,12.0,0,0.3000000000000007,2.56410256410257,TELUR AYAM GRED B,Kelantan,Tanah Merah,Kedai Runcit
2026-07-13,21807,114,8.0,2026,7,9.8,9.2,1,-1.8000000000000007,-18.367346938775515,TOMATO,Pahang,Rompin,Kedai Runcit
2026-07-13,21487,1131,2.3,2026,7,2.3,2.3,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Kedah,Padang Terap,Pasar Mini
2026-07-13,21233,114,7.0,2026,7,7.0,7.0,0,0.0,0.0,TOMATO,Sabah,Tamparuli,Pasar Mini
2026-07-13,15917,129,3.9,2026,7,3.9,3.9,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Terengganu,Marang,Kedai Runcit
2026-07-13,1446,1110,12.5,2026,7,11.7,13.5,1,0.8000000000000007,6.8376068376068435,TELUR AYAM GRED B,Kelantan,Jeli,Kedai Runcit
2026-07-13,2,129,4.0,2026,7,4.0,4.0,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Perak,Kinta,Pasar Basah 
2026-07-13,15820,129,2.99,2026,7,2.99,2.99,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Sabah,Lahad Datu,Hypermarket
2026-07-13,20948,129,3.9,2026,7,3.9,3.9,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,W.P. Putrajaya,Wp Putrajaya,Pasar Mini
2026-07-13,16995,1110,11.7,2026,7,11.7,13.5,1,0.0,0.0,TELUR AYAM GRED B,Perak,Kuala Kangsar,Pasar Mini
2026-07-13,22164,1476,20.0,2026,7,20.0,21.0,1,0.0,0.0,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Negeri Sembilan,Johol,Pasar Mini
2026-07-13,17213,129,3.9,2026,7,3.9,3.9,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Negeri Sembilan,Port Dickson,Pasar Mini
2026-07-13,21112,1131,5.0,2026,7,5.0,5.0,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Kedah,Yan,Pasar Mini
2026-07-13,18327,114,9.99,2026,7,9.99,9.99,0,0.0,0.0,TOMATO,Sabah,Kudat,Pasar Raya / Supermarket
2026-07-13,22021,129,2.8,2026,7,2.8,2.8,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Pulau Pinang,Barat Daya,Pasar Mini
2026-07-13,20955,1131,2.5,2026,7,2.5,2.5,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Pahang,Bera,Kedai Runcit
2026-07-13,21558,129,5.0,2026,7,5.0,5.0,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Terengganu,Kuala Terengganu,Kedai Runcit
2026-07-13,21640,129,5.9,2026,7,5.9,5.9,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Sarawak,Bintulu,Kedai Runcit
2026-07-13,2952,114,10.0,2026,7,10.0,10.0,0,0.0,0.0,TOMATO,Kedah,Sik,Pasar Basah 
2026-07-13,21858,1131,4.5,2026,7,4.5,4.5,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Sarawak,Lawas,Kedai Runcit
2026-07-13,21302,1559,7.0,2026,7,7.0,5.5,0,0.0,0.0,KANGKUNG,Selangor,Petaling,Pasar Mini
2026-07-13,4181,129,3.0,2026,7,3.0,3.0,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Kedah,Yan,Pasar Mini
2026-07-13,20949,1555,35.9,2026,7,35.9,35.9,0,0.0,0.0,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),W.P. Putrajaya,Cyberjaya,Pasar Mini
2026-07-13,20855,129,3.6,2026,7,3.6,3.6,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Sarawak,Lundu,Pasar Mini
2026-07-13,21328,1555,34.99,2026,7,37.99,37.99,1,-3.0,-7.896814951302974,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),Selangor,Hulu Langat,Pasar Mini
2026-07-13,18563,1131,4.5,2026,7,4.5,4.5,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Sarawak,Bekenu,Kedai Runcit
2026-07-13,21483,129,4.4,2026,7,4.4,4.4,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Terengganu,Kuala Terengganu,Kedai Runcit
2026-07-13,21529,1131,3.5,2026,7,3.5,3.5,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Melaka,Alor Gajah,Kedai Runcit
2026-07-13,21673,1,10.0,2026,7,9.5,10.0,0,0.5,5.263157894736842,AYAM BERSIH - STANDARD,Pahang,Kuantan,Kedai Runcit
2026-07-13,17693,1,8.99,2026,7,8.99,8.99,0,0.0,0.0,AYAM BERSIH - STANDARD,Terengganu,Kuala Terengganu,Kedai Runcit
2026-07-13,17874,1,9.99,2026,7,9.99,9.99,0,0.0,0.0,AYAM BERSIH - STANDARD,Selangor,Petaling Jaya,Pasar Mini
2026-07-13,20892,114,9.5,2026,7,9.5,9.5,0,0.0,0.0,TOMATO,Perlis,Padang Besar,Pasar Mini
2026-07-13,2062,1555,36.0,2026,7,36.0,36.0,0,0.0,0.0,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),Pulau Pinang,Barat Daya,Pasar Basah 
2026-07-14,9252,1559,5.99,2026,7,4.99,6.5,1,1.0,20.040080160320638,KANGKUNG,Johor,Muar,Pasar Mini
2026-07-14,2758,1559,5.0,2026,7,5.0,5.0,0,0.0,0.0,KANGKUNG,Kedah,Langkawi,Pasar Basah 
2026-07-14,16798,1559,6.0,2026,7,6.0,6.0,0,0.0,0.0,KANGKUNG,Kelantan,Kuala Krai,Pasar Basah 
2026-07-14,21920,129,3.99,2026,7,3.99,3.99,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Johor,Tangkak,Pasar Mini
2026-07-14,21975,114,6.49,2026,7,6.49,6.49,0,0.0,0.0,TOMATO,Sabah,Sandakan,Pasar Raya / Supermarket
2026-07-14,21930,114,7.9,2026,7,10.5,9.5,1,-2.5999999999999996,-24.761904761904756,TOMATO,Johor,Segamat,Pasar Mini
2026-07-14,21903,114,10.0,2026,7,11.0,10.0,0,-1.0,-9.090909090909092,TOMATO,Johor,Kluang,Pasar Mini
