date,premise_code,item_code,price,year,month,previous_price,next_price,Price_Increase,price_change,price_change_pct,item,state,district,premise_type
2025-09-29,5072,1131,4.5,2025,9,4.5,4.5,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),W.P. Kuala Lumpur,Seputeh,Kedai Runcit
2025-09-29,21201,1555,35.0,2025,9,35.0,33.0,0,0.0,0.0,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),Sarawak,Kuching,Pasar Mini
2025-09-30,1043,1476,13.0,2025,9,13.0,12.0,0,0.0,0.0,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Perak,Kuala Kangsar,Pasar Basah 
2025-10-01,21992,114,7.99,2025,10,12.79,8.99,1,-4.799999999999999,-37.52931978107896,TOMATO,Sabah,Tambunan,Pasar Raya / Supermarket
2025-10-02,21365,1559,5.99,2025,10,5.99,5.99,0,0.0,0.0,KANGKUNG,Perak,Hulu Perak,Pasar Raya / Supermarket
2025-10-02,20722,1110,15.0,2025,10,15.0,15.0,0,0.0,0.0,TELUR AYAM GRED B,Selangor,Hulu Langat,Pasar Basah 
2025-10-04,3424,1110,14.8,2025,10,14.8,14.8,0,0.0,0.0,TELUR AYAM GRED B,Negeri Sembilan,Rembau,Pasar Basah 
2025-10-06,11257,129,3.0,2025,10,3.0,3.0,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Selangor,Hulu Selangor,Pasar Mini
2025-10-06,17873,1476,17.9,2025,10,14.9,12.9,0,2.9999999999999982,20.13422818791945,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Selangor,Petaling Jaya,Pasar Mini
2025-10-06,21049,1476,17.0,2025,10,17.0,17.0,0,0.0,0.0,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Pahang,Kuantan,Pasar Mini
2025-10-06,21761,129,5.0,2025,10,5.0,5.0,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Kelantan,Kota Bharu,Pasar Mini
2025-10-06,21722,1,8.5,2025,10,8.5,9.5,1,0.0,0.0,AYAM BERSIH - STANDARD,Kedah,Kubang Pasu,Kedai Runcit
2025-10-06,21596,129,2.49,2025,10,2.49,2.49,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Terengganu,Marang,Pasar Mini
2025-10-06,20815,1,8.59,2025,10,8.09,8.59,0,0.5,6.180469715698393,AYAM BERSIH - STANDARD,Perlis,Kangar,Pasar Mini
2025-10-06,21546,114,12.0,2025,10,12.0,12.0,0,0.0,0.0,TOMATO,Sarawak,Limbang,Kedai Runcit
2025-10-06,17205,1110,14.5,2025,10,14.5,14.5,0,0.0,0.0,TELUR AYAM GRED B,Negeri Sembilan,Rembau,Pasar Mini
2025-10-06,21924,1476,16.0,2025,10,25.0,20.0,1,-9.0,-36.0,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Johor,Pontian,Pasar Mini
2025-10-06,21493,1131,2.6,2025,10,2.6,2.6,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Pahang,Jerantut,Pasar Mini
2025-10-06,21216,1,8.5,2025,10,7.9,8.5,0,0.5999999999999996,7.594936708860754,AYAM BERSIH - STANDARD,Negeri Sembilan,Jelebu,Pasar Mini
2025-10-06,21889,114,9.9,2025,10,4.9,9.9,0,5.0,102.04081632653062,TOMATO,Sabah,Penampang,Pasar Mini
2025-10-06,18557,1110,15.0,2025,10,13.0,15.0,0,2.0,15.384615384615385,TELUR AYAM GRED B,Kelantan,Tanah Merah,Kedai Runcit
2025-10-06,22054,1131,2.0,2025,10,2.0,2.0,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Sabah,Lahad Datu,Kedai Runcit
2025-10-06,6504,1555,35.0,2025,10,33.0,32.0,0,2.0,6.0606060606060606,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),Pahang,Temerloh,Pasar Mini
2025-10-06,21946,1131,3.5,2025,10,3.5,3.5,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Johor,Kota Tinggi,Pasar Mini
2025-10-06,21804,129,4.0,2025,10,4.0,4.0,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Kelantan,Gua Musang,Kedai Runcit
2025-10-06,21826,114,7.5,2025,10,7.5,7.5,0,0.0,0.0,TOMATO,Terengganu,Besut,Kedai Runcit
2025-10-06,16233,1131,2.5,2025,10,2.5,2.9,1,0.0,0.0,UBI KENTANG IMPORT (CHINA),W.P. Putrajaya,Wp Putrajaya,Pasar Mini
2025-10-06,1597,129,5.0,2025,10,5.0,4.5,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Kelantan,Machang,Kedai Runcit
2025-10-06,17865,114,13.0,2025,10,7.0,9.0,0,6.0,85.71428571428571,TOMATO,Sarawak,Tatau,Kedai Runcit
2025-10-06,4591,1110,15.2,2025,10,15.2,15.2,0,0.0,0.0,TELUR AYAM GRED B,Sarawak,Julau,Kedai Runcit
2025-10-06,21281,1,8.39,2025,10,7.99,8.39,0,0.40000000000000036,5.006257822277852,AYAM BERSIH - STANDARD,Selangor,Petaling Jaya,Pasar Mini
2025-10-06,20906,1131,3.3,2025,10,3.3,3.3,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Sabah,Kimanis,Pasar Mini
2025-10-06,16813,114,4.5,2025,10,4.5,4.5,0,0.0,0.0,TOMATO,Johor,Johor Bahru,Pasar Mini
2025-10-06,17534,1,9.5,2025,10,9.5,9.5,0,0.0,0.0,AYAM BERSIH - STANDARD,Terengganu,Kuala Terengganu,Kedai Runcit
2025-10-07,20722,1,10.0,2025,10,10.8,10.5,1,-0.8000000000000007,-7.407407407407414,AYAM BERSIH - STANDARD,Selangor,Hulu Langat,Pasar Basah 
2025-10-07,2623,1559,5.0,2025,10,5.0,5.0,0,0.0,0.0,KANGKUNG,Sabah,Tawau,Pasar Basah 
2025-10-09,20956,1,9.0,2025,10,9.0,9.0,0,0.0,0.0,AYAM BERSIH - STANDARD,Pahang,Bera,Pasar Raya / Supermarket
2025-10-10,21084,1476,17.9,2025,10,19.9,18.9,1,-2.0,-10.050251256281408,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),W.P. Kuala Lumpur,Wangsa Maju,Pasar Raya / Supermarket
2025-10-10,18691,1555,39.99,2025,10,39.99,39.99,0,0.0,0.0,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),Johor,Johor Bahru,Pasar Mini
2025-10-11,18184,1555,36.99,2025,10,36.99,37.99,1,0.0,0.0,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),Selangor,Hulu Langat,Pasar Raya / Supermarket
2025-10-11,3861,1131,1.98,2025,10,1.98,1.98,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Terengganu,Besut,Pasar Raya / Supermarket
2025-10-12,20722,1559,5.0,2025,10,4.0,5.0,0,1.0,25.0,KANGKUNG,Selangor,Hulu Langat,Pasar Basah 
2025-10-13,20908,114,5.5,2025,10,5.0,5.5,0,0.5,10.0,TOMATO,Johor,Johor Bahru,Kedai Runcit
2025-10-13,17038,129,5.0,2025,10,5.0,5.0,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Perak,Kinta,Pasar Mini
2025-10-13,20818,1110,13.5,2025,10,13.5,10.5,0,0.0,0.0,TELUR AYAM GRED B,Perlis,Kangar,Pasar Mini
2025-10-13,20779,1476,14.8,2025,10,12.5,17.8,1,2.3000000000000007,18.400000000000006,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Johor,Kluang,Pasar Mini
2025-10-13,21596,1559,5.19,2025,10,5.19,5.19,0,0.0,0.0,KANGKUNG,Terengganu,Marang,Pasar Mini
2025-10-13,21758,129,3.5,2025,10,3.5,3.5,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Kelantan,Tumpat,Pasar Mini
2025-10-13,21254,114,7.5,2025,10,7.5,5.5,0,0.0,0.0,TOMATO,Melaka,Alor Gajah,Pasar Mini
2025-10-13,1146,1110,13.8,2025,10,13.8,10.8,0,0.0,0.0,TELUR AYAM GRED B,Kedah,Kota Setar,Kedai Runcit
2025-10-13,21802,1131,3.8,2025,10,3.8,3.8,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Kelantan,Kota Bharu,Pasar Mini
2025-10-13,22039,129,2.0,2025,10,2.0,2.0,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Pulau Pinang,Seberang Perai Utara,Pasar Mini
2025-10-13,21033,129,2.4,2025,10,2.4,2.4,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Pahang,Raub,Pasar Mini
2025-10-13,21530,1131,3.5,2025,10,3.5,3.5,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Melaka,Alor Gajah,Pasar Mini
2025-10-13,15881,129,2.49,2025,10,2.49,2.49,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Terengganu,Kuala Nerus,Pasar Mini
2025-10-14,11677,1110,13.5,2025,10,15.0,14.5,1,-1.5,-10.0,TELUR AYAM GRED B,Kelantan,Kota Bharu,Pasar Basah 
2025-10-15,18476,1110,14.5,2025,10,14.5,14.5,0,0.0,0.0,TELUR AYAM GRED B,Perak,Kerian,Pasar Basah 
2025-10-16,21783,1131,2.39,2025,10,2.39,2.9,1,0.0,0.0,UBI KENTANG IMPORT (CHINA),Kelantan,Pasir Puteh,Pasar Mini
2025-10-16,21520,1476,19.9,2025,10,17.9,15.0,0,2.0,11.173184357541901,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Melaka,Melaka Tengah,Pasar Mini
2025-10-16,21094,1476,17.0,2025,10,22.0,18.0,1,-5.0,-22.727272727272727,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Johor,Johor Bahru,Kedai Runcit
2025-10-16,21679,1110,14.5,2025,10,14.0,13.0,0,0.5,3.571428571428571,TELUR AYAM GRED B,Kelantan,Kota Bharu,Pasar Mini
2025-10-16,20780,1110,13.5,2025,10,13.5,13.5,0,0.0,0.0,TELUR AYAM GRED B,Johor,Kluang,Kedai Runcit
2025-10-16,21283,1110,13.8,2025,10,13.8,12.99,0,0.0,0.0,TELUR AYAM GRED B,Selangor,Petaling Jaya,Pasar Mini
2025-10-16,21944,114,5.5,2025,10,6.5,5.5,0,-1.0,-15.384615384615385,TOMATO,Johor,Mersing,Pasar Mini
2025-10-16,22036,1476,16.9,2025,10,16.9,16.9,0,0.0,0.0,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Pulau Pinang,Seberang Perai Utara,Pasar Mini
2025-10-16,21779,1476,19.9,2025,10,19.9,13.9,0,0.0,0.0,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Kelantan,Bachok,Pasar Mini
2025-10-16,21768,1476,23.99,2025,10,14.99,16.99,0,8.999999999999998,60.04002668445629,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Kelantan,Tanah Merah,Pasar Mini
2025-10-16,17861,1131,5.0,2025,10,5.0,5.0,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Pulau Pinang,Barat Daya,Pasar Mini
2025-10-16,1446,129,3.5,2025,10,3.5,3.5,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Kelantan,Jeli,Kedai Runcit
2025-10-16,17174,1476,19.99,2025,10,19.99,19.99,0,0.0,0.0,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Johor,Kluang,Pasar Mini
2025-10-16,6342,1110,14.5,2025,10,14.5,14.5,0,0.0,0.0,TELUR AYAM GRED B,Perak,Batang Padang,Kedai Runcit
2025-10-16,1121,1559,3.59,2025,10,3.69,3.59,0,-0.10000000000000009,-2.7100271002710055,KANGKUNG,Johor,Batu Pahat,Pasar Raya / Supermarket
2025-10-16,22026,1559,4.5,2025,10,3.0,4.5,0,1.5,50.0,KANGKUNG,Pulau Pinang,Timur Laut,Pasar Mini
2025-10-16,22041,1555,35.0,2025,10,35.0,34.0,0,0.0,0.0,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),Pulau Pinang,Seberang Perai Utara,Pasar Mini
2025-10-16,21280,1555,28.5,2025,10,28.0,28.5,0,0.5,1.7857142857142856,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),Selangor,Petaling Jaya,Pasar Mini
2025-10-16,20722,1476,18.0,2025,10,18.0,18.0,0,0.0,0.0,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Selangor,Hulu Langat,Pasar Basah 
2025-10-16,21049,1110,14.0,2025,10,14.0,14.0,0,0.0,0.0,TELUR AYAM GRED B,Pahang,Kuantan,Pasar Mini
2025-10-16,14832,1476,16.99,2025,10,14.99,16.99,0,1.9999999999999982,13.34222815210139,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),W.P. Kuala Lumpur,Bandar Tun Razak,Pasar Raya / Supermarket
2025-10-16,11547,1,11.0,2025,10,11.0,11.0,0,0.0,0.0,AYAM BERSIH - STANDARD,Sarawak,Sri Aman,Pasar Basah 
2025-10-16,21769,129,3.5,2025,10,3.5,3.5,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Kelantan,Tumpat,Pasar Mini
2025-10-17,18184,129,2.5,2025,10,2.5,2.5,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Selangor,Hulu Langat,Pasar Raya / Supermarket
2025-10-18,2554,1476,12.9,2025,10,14.5,12.9,0,-1.5999999999999996,-11.034482758620687,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Sabah,Penampang,Pasar Raya / Supermarket
2025-10-18,17236,1131,2.8,2025,10,2.8,2.8,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Sarawak,Sri Aman,Pasar Raya / Supermarket
2025-10-18,10850,1476,16.9,2025,10,16.9,16.9,0,0.0,0.0,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),W.P. Kuala Lumpur,Bukit Bintang,Pasar Raya / Supermarket
2025-10-18,7997,1110,15.0,2025,10,15.0,15.0,0,0.0,0.0,TELUR AYAM GRED B,Terengganu,Marang,Pasar Basah 
2025-10-18,7008,1,11.9,2025,10,11.9,11.9,0,0.0,0.0,AYAM BERSIH - STANDARD,Sarawak,Miri,Pasar Raya / Supermarket
2025-10-19,20690,1131,2.9,2025,10,2.9,2.9,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),W.P. Kuala Lumpur,Lembah Pantai,Pasar Raya / Supermarket
2025-10-19,21965,1476,10.9,2025,10,10.9,9.0,0,0.0,0.0,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Sabah,Beaufort,Pasar Raya / Supermarket
2025-10-20,21542,114,6.9,2025,10,10.5,6.9,0,-3.5999999999999996,-34.28571428571428,TOMATO,Sarawak,Song,Kedai Runcit
2025-10-20,6515,1476,12.0,2025,10,12.0,12.0,0,0.0,0.0,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Sarawak,Marudi,Kedai Runcit
2025-10-21,20722,114,5.5,2025,10,5.5,5.5,0,0.0,0.0,TOMATO,Selangor,Hulu Langat,Pasar Basah 
2025-10-21,18162,1,12.6,2025,10,12.6,12.6,0,0.0,0.0,AYAM BERSIH - STANDARD,W.P. Labuan,Kawasan Luar Bandar,Pasar Raya / Supermarket
2025-10-22,11588,1110,13.2,2025,10,13.2,13.2,0,0.0,0.0,TELUR AYAM GRED B,Kedah,Kuala Muda,Hypermarket
2025-10-25,20722,129,5.5,2025,10,5.5,5.0,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Selangor,Hulu Langat,Pasar Basah 
2025-10-26,14863,1559,5.99,2025,10,7.99,5.99,0,-2.0,-25.03128911138924,KANGKUNG,Sabah,Keningau,Pasar Raya / Supermarket
2025-10-26,20722,1131,4.5,2025,10,4.5,4.5,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Selangor,Hulu Langat,Pasar Basah 
2025-10-26,20956,114,5.5,2025,10,5.5,5.5,0,0.0,0.0,TOMATO,Pahang,Bera,Pasar Raya / Supermarket
2025-10-27,22071,1131,4.0,2025,10,4.0,4.0,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Terengganu,Kuala Nerus,Kedai Runcit
2025-10-27,1133,1131,5.0,2025,10,5.0,5.0,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Perak,Batang Padang,Pasar Basah 
2025-10-27,21771,114,4.99,2025,10,3.99,3.99,0,1.0,25.062656641604008,TOMATO,Kelantan,Kota Bharu,Pasar Mini
2025-10-27,21765,1110,14.5,2025,10,14.5,14.5,0,0.0,0.0,TELUR AYAM GRED B,Kelantan,Bachok,Pasar Mini
2025-10-27,1028,129,4.0,2025,10,4.0,4.0,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Sabah,Kudat,Kedai Runcit
2025-10-27,21236,114,7.59,2025,10,6.0,6.69,0,1.5899999999999999,26.499999999999996,TOMATO,Sabah,Nabawan,Pasar Raya / Supermarket
2025-10-27,13475,1131,3.5,2025,10,3.5,3.5,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Kelantan,Kuala Krai,Kedai Runcit
2025-10-27,17863,1559,8.0,2025,10,8.0,8.0,0,0.0,0.0,KANGKUNG,Kelantan,Gua Musang,Kedai Runcit
2025-10-27,21177,114,6.0,2025,10,5.0,6.0,0,1.0,20.0,TOMATO,Pahang,Kuantan,Kedai Runcit
2025-10-27,21377,1131,3.5,2025,10,3.5,3.5,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Perak,Manjung,Pasar Mini
2025-10-27,21422,1,8.49,2025,10,8.38,8.49,0,0.10999999999999943,1.3126491646777974,AYAM BERSIH - STANDARD,Pulau Pinang,Seberang Perai Tengah,Pasar Mini
2025-10-27,18165,1476,10.5,2025,10,12.5,10.5,0,-2.0,-16.0,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Sabah,Kota Kinabalu,Hypermarket
2025-10-27,21901,129,2.99,2025,10,2.99,2.99,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Johor,Johor Bahru,Pasar Mini
2025-10-27,3528,1559,5.5,2025,10,5.0,6.0,1,0.5,10.0,KANGKUNG,W.P. Kuala Lumpur,Lembah Pantai,Kedai Runcit
2025-10-27,873,1131,2.99,2025,10,2.99,2.99,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Sabah,Tenom,Pasar Raya / Supermarket
2025-10-27,21754,1110,14.5,2025,10,15.5,14.5,0,-1.0,-6.451612903225806,TELUR AYAM GRED B,Kelantan,Kota Bharu,Pasar Mini
2025-10-27,21914,1131,2.49,2025,10,2.49,2.49,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Johor,Muar,Pasar Mini
2025-10-27,18016,1,8.7,2025,10,8.7,9.0,1,0.0,0.0,AYAM BERSIH - STANDARD,Terengganu,Kuala Terengganu,Pasar Mini
2025-10-27,21635,1110,14.5,2025,10,14.5,14.5,0,0.0,0.0,TELUR AYAM GRED B,Kelantan,Kota Bharu,Pasar Mini
2025-10-28,21105,1131,3.2,2025,10,3.2,3.2,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Kedah,Sik,Pasar Mini
2025-10-28,20740,1110,13.8,2025,10,13.8,13.8,0,0.0,0.0,TELUR AYAM GRED B,Pahang,Temerloh,Pasar Raya / Supermarket
2025-10-29,2864,1555,30.0,2025,10,36.0,32.0,1,-6.0,-16.666666666666664,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),Terengganu,Kuala Terengganu,Pasar Basah 
2025-10-29,4655,1131,3.0,2025,10,3.0,3.5,1,0.0,0.0,UBI KENTANG IMPORT (CHINA),Kedah,Kuala Muda,Pasar Basah 
2025-10-30,18184,1,8.9,2025,10,8.9,8.9,0,0.0,0.0,AYAM BERSIH - STANDARD,Selangor,Hulu Langat,Pasar Raya / Supermarket
2025-10-30,18184,1559,3.99,2025,10,3.99,3.99,0,0.0,0.0,KANGKUNG,Selangor,Hulu Langat,Pasar Raya / Supermarket
2025-10-30,18184,114,3.99,2025,10,3.99,3.99,0,0.0,0.0,TOMATO,Selangor,Hulu Langat,Pasar Raya / Supermarket
2025-10-30,21600,1476,12.0,2025,10,14.0,16.0,1,-2.0,-14.285714285714285,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),W.P. Kuala Lumpur,Cheras,Pasar Basah
2025-10-30,18691,114,4.49,2025,10,4.49,4.49,0,0.0,0.0,TOMATO,Johor,Johor Bahru,Pasar Mini
2025-10-30,21878,1476,11.9,2025,10,11.9,11.9,0,0.0,0.0,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Sabah,Putatan,Hypermarket
2025-10-31,21991,1555,36.88,2025,10,36.88,38.9,1,0.0,0.0,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),Sabah,Keningau,Pasar Raya / Supermarket
2025-10-31,18457,1476,11.9,2025,10,11.9,11.9,0,0.0,0.0,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Sabah,Kota Kinabalu,Hypermarket
2025-10-31,17987,1476,9.99,2025,10,9.99,9.99,0,0.0,0.0,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Sarawak,Kuching,Hypermarket
2025-11-02,17839,1476,13.8,2025,11,13.8,14.4,1,0.0,0.0,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Sarawak,Kota Samarahan,Pasar Raya / Supermarket
2025-11-02,18105,1110,16.0,2025,11,16.0,14.88,0,0.0,0.0,TELUR AYAM GRED B,Sabah,Kota Marudu,Pasar Raya / Supermarket
2025-11-02,16927,1555,38.0,2025,11,36.0,38.0,0,2.0,5.555555555555555,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),Sarawak,Betong,Pasar Basah 
2025-11-03,21086,1476,28.0,2025,11,28.0,28.0,0,0.0,0.0,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),W.P. Kuala Lumpur,Seputeh,Pasar Raya / Supermarket
2025-11-03,15782,1131,3.5,2025,11,3.5,3.5,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Kedah,Langkawi,Pasar Mini
2025-11-03,21579,114,5.0,2025,11,6.0,5.0,0,-1.0,-16.666666666666664,TOMATO,Terengganu,Hulu Terengganu,Kedai Runcit
2025-11-03,18056,1476,17.0,2025,11,20.0,19.0,1,-3.0,-15.0,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Johor,Kota Tinggi,Pasar Mini
2025-11-03,21050,1110,11.9,2025,11,14.4,12.5,1,-2.5,-17.36111111111111,TELUR AYAM GRED B,Pahang,Kuantan,Pasar Mini
2025-11-03,18553,114,5.2,2025,11,5.6,5.2,0,-0.39999999999999947,-7.142857142857134,TOMATO,Kelantan,Kota Bharu,Pasar Mini
2025-11-03,17592,1476,14.9,2025,11,16.9,19.9,1,-1.9999999999999982,-11.83431952662721,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),W.P. Kuala Lumpur,Wangsa Maju,Pasar Raya / Supermarket
2025-11-03,21642,1131,5.0,2025,11,5.0,5.0,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Sarawak,Bintulu,Kedai Runcit
2025-11-03,20818,1131,3.6,2025,11,3.6,3.6,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Perlis,Kangar,Pasar Mini
2025-11-03,18064,1131,4.5,2025,11,4.0,4.5,0,0.5,12.5,UBI KENTANG IMPORT (CHINA),Melaka,Melaka Tengah,Pasar Mini
2025-11-03,22005,129,4.5,2025,11,4.5,4.5,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,W.P. Kuala Lumpur,Wangsa Maju,Pasar Mini
2025-11-03,17039,1476,10.9,2025,11,13.9,10.9,0,-3.0,-21.58273381294964,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),Perak,Kinta,Pasar Mini
2025-11-03,21325,129,3.95,2025,11,3.9,3.95,0,0.050000000000000266,1.282051282051289,BAWANG BESAR KUNING/HOLLAND,Selangor,Sabak Bernam,Pasar Mini
2025-11-03,4582,1110,13.5,2025,11,13.5,13.5,0,0.0,0.0,TELUR AYAM GRED B,Pahang,Lipis,Pasar Mini
2025-11-03,21084,129,2.99,2025,11,2.99,2.99,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,W.P. Kuala Lumpur,Wangsa Maju,Pasar Raya / Supermarket
2025-11-03,17800,1,8.5,2025,11,8.4,8.5,0,0.09999999999999964,1.1904761904761862,AYAM BERSIH - STANDARD,Terengganu,Kemaman,Kedai Runcit
2025-11-03,20844,1559,5.19,2025,11,5.19,5.19,0,0.0,0.0,KANGKUNG,Terengganu,Kuala Nerus,Pasar Mini
2025-11-03,20889,129,3.5,2025,11,3.5,3.5,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Kelantan,Pasir Mas,Pasar Mini
2025-11-03,22030,129,3.0,2025,11,3.0,3.0,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Pulau Pinang,Seberang Perai Tengah,Pasar Mini
2025-11-04,17854,114,9.1,2025,11,9.1,9.1,0,0.0,0.0,TOMATO,Sabah,Tawau,Pasar Raya / Supermarket
2025-11-05,17987,129,2.99,2025,11,2.99,1.99,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Sarawak,Kuching,Hypermarket
2025-11-07,17987,1131,2.49,2025,11,2.49,1.99,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Sarawak,Kuching,Hypermarket
2025-11-07,21751,1131,3.5,2025,11,3.5,3.5,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Terengganu,Kemaman,Pasar Raya / Supermarket
2025-11-08,20933,1555,29.99,2025,11,29.99,29.99,0,0.0,0.0,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),Johor,Kota Tinggi,Pasar Raya / Supermarket
2025-11-09,20904,1555,49.9,2025,11,49.9,49.9,0,0.0,0.0,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),Sabah,Ranau,Hypermarket
2025-11-10,21779,129,3.9,2025,11,3.9,3.9,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Kelantan,Bachok,Pasar Mini
2025-11-10,21222,129,4.4,2025,11,4.4,4.4,0,0.0,0.0,BAWANG BESAR KUNING/HOLLAND,Kelantan,Machang,Pasar Mini
2025-11-10,22040,1131,3.5,2025,11,3.5,3.5,0,0.0,0.0,UBI KENTANG IMPORT (CHINA),Pulau Pinang,Seberang Perai Utara,Pasar Mini
2025-11-10,21084,1555,36.0,2025,11,36.0,32.0,0,0.0,0.0,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),W.P. Kuala Lumpur,Wangsa Maju,Pasar Raya / Supermarket
